Order_ID	Order_Priority	Order_Quantity	Sales	Ship_Mode	Profit	Customer_Name	Region	Customer_Segment	Product_Category	Product_Sub-Category	Product_Name	Product_Container
5318	High	29	5010.7415	Express Air	1196.37	Matt Collins	West	Consumer	Technology	Telephones and Communication	2160i	Small Box
9123	Critical	27	384.9	Express Air	-108.28	Matt Collins	West	Consumer	Office Supplies	Storage & Organization	Project Tote Personal File	Small Box
11553	Medium	28	1350.34	Express Air	-517.17	Justin Knight	West	Corporate	Office Supplies	Storage & Organization	Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black	Small Box
20448	Critical	23	104.82	Express Air	6.84	Luke Weiss	West	Corporate	Office Supplies	Envelopes	Colored Envelopes	Small Box
28802	High	36	336.25	Express Air	25.95	Sanjit Chand	West	Home Office	Office Supplies	Paper	Southworth 25% Cotton Antique Laid Paper & Envelopes	Small Box
37315	Low	31	4726.595	Express Air	1176.48	Luke Weiss	West	Corporate	Technology	Telephones and Communication	5165	Small Box
38565	Critical	20	234.09	Express Air	-11.69	Justin Knight	West	Corporate	Furniture	Office Furnishings	Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry	Small Box
53863	High	46	7807.45	Express Air	1660.15	Christina DeMoss	West	Home Office	Office Supplies	Storage & Organization	Fellowes Super Stor/Drawer® Files	Small Box
57959	Medium	48	1269.79	Express Air	-65.33	Sally Knutson	West	Consumer	Technology	Computer Peripherals	Micro Innovations Micro 3000 Keyboard, Black	Small Box
928	Low	21	1222.68	Express Air	300.97	Anthony O'Donnell	West	Consumer	Office Supplies	Appliances	Belkin 8 Outlet SurgeMaster II Gold Surge Protector	Small Box
928	Low	26	390.2	Express Air	45.00	Anthony O'Donnell	West	Consumer	Furniture	Office Furnishings	DAX Clear Channel Poster Frame	Small Box
5504	High	6	49.55	Express Air	-20.33	Anna Andreadi	West	Small Business	Office Supplies	Paper	HP Office Recycled Paper (20Lb. and 87 Bright)	Small Box
14852	Medium	9	3800.4	Express Air	1234.57	Angele Hood	West	Consumer	Office Supplies	Binders and Binder Accessories	GBC DocuBind 200 Manual Binding Machine	Small Box
26978	Medium	47	695.99	Express Air	-157.44	Seth Vernon	West	Home Office	Office Supplies	Storage & Organization	Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black	Small Box
32871	High	42	939.77	Express Air	9.72	Jim Karlsson	West	Small Business	Technology	Computer Peripherals	Microsoft Internet Keyboard	Small Box
39301	Medium	16	2232.66	Express Air	-521.09	Kelly Williams	West	Corporate	Technology	Computer Peripherals	Adesso Programmable 142-Key Keyboard	Small Box
50310	Medium	42	1811.3	Express Air	520.41	Sarah Foster	West	Corporate	Office Supplies	Appliances	Belkin F9M820V08 8 Outlet Surge	Small Box
52737	Not Specified	14	125.54	Express Air	-15.74	Alex Avila	West	Home Office	Office Supplies	Binders and Binder Accessories	GBC VeloBinder Strips	Small Box
54560	Critical	45	2404.599	Express Air	496.89	Barbara Fisher	West	Small Business	Technology	Telephones and Communication	MicroTAC 650	Small Box
55777	Not Specified	1	65.7475	Express Air	-252.48	Roy Skaria	West	Corporate	Technology	Telephones and Communication	StarTAC 7760	Small Box
56001	Low	17	118.36	Express Air	-60.65	Alex Avila	West	Home Office	Office Supplies	Paper	Xerox 210	Small Box
2720	Critical	36	2051.016	Express Air	483.97	Christopher Martinez	West	Small Business	Technology	Telephones and Communication	StarTAC 7760	Small Box
4642	Critical	21	309.62	Express Air	-80.20	Shahid Shariari	West	Corporate	Office Supplies	Storage & Organization	Project Tote Personal File	Small Box
8801	Low	25	2529.396	Express Air	371.21	Thomas Brumley	West	Consumer	Technology	Telephones and Communication	270c	Small Box
11332	Low	23	1223.3795	Express Air	83.57	Liz Price	West	Corporate	Technology	Telephones and Communication	i500plus	Small Box
17702	High	9	264.63	Express Air	-66.78	Mark Cousins	West	Home Office	Technology	Computer Peripherals	Belkin MediaBoard 104- Keyboard	Small Box
17831	Critical	38	260.41	Express Air	-45.75	Ricardo Emerson	West	Corporate	Office Supplies	Paper	Xerox 1947	Small Box
20389	High	30	201.35	Express Air	-107.37	Liz Price	West	Corporate	Office Supplies	Paper	Xerox 1920	Small Box
22657	High	36	9544.18	Express Air	3392.88	Ralph Kennedy	West	Corporate	Technology	Computer Peripherals	Hayes Optima 56K V.90 Internal Voice Modem	Small Box
25635	Critical	14	633.08	Express Air	145.48	Sally Knutson	West	Corporate	Office Supplies	Appliances	Belkin F9M820V08 8 Outlet Surge	Small Box
29185	High	5	217.85	Express Air	-25.31	Rob Dowd	West	Corporate	Office Supplies	Paper	Xerox 1893	Small Box
29985	Critical	22	196.75	Express Air	0.13	Khloe Miller	West	Corporate	Furniture	Office Furnishings	Staples Plastic Wall Frames	Small Box
31872	Low	34	2833.19	Express Air	1409.87	Vicky Freymann	West	Home Office	Office Supplies	Envelopes	Ames Color-File® Green Diamond Border X-ray Mailers	Small Box
32611	Medium	18	986.24	Express Air	68.90	Neil Knudson	West	Corporate	Technology	Computer Peripherals	Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad	Small Box
36803	Not Specified	2	19.02	Express Air	10.73	Ralph Kennedy	West	Corporate	Furniture	Office Furnishings	Eldon® Wave Desk Accessories	Small Box
36805	Medium	28	1546.3965	Express Air	226.72	Shahid Shariari	West	Corporate	Technology	Telephones and Communication	g520	Small Box
44451	Critical	4	103.9	Express Air	-19.26	Khloe Miller	Atlantic	Home Office	Furniture	Office Furnishings	Seth Thomas 12" Clock w/ Goldtone Case	Small Box
45059	Not Specified	39	3401.8	Express Air	-508.87	Tony Chapman	Atlantic	Consumer	Office Supplies	Storage & Organization	Fellowes Stor/Drawer® Steel Plus™ Storage Drawers	Small Box
45731	Critical	19	146.63	Express Air	-30.06	Gene Hale	Atlantic	Consumer	Office Supplies	Paper	Xerox 1894	Small Box
47108	Not Specified	26	258.11	Express Air	9.95	Justin Hirsh	Atlantic	Consumer	Office Supplies	Paper	Xerox 1896	Small Box
47108	Not Specified	9	1288.515	Express Air	-382.57	Justin Hirsh	Atlantic	Consumer	Technology	Telephones and Communication	2180	Small Box
50208	Medium	4	38.76	Express Air	-12.13	Sarah Bern	Atlantic	Corporate	Office Supplies	Binders and Binder Accessories	Avery Hole Reinforcements	Small Box
51525	Critical	18	360.24	Express Air	-36.24	Patrick O'Brill	Atlantic	Home Office	Technology	Computer Peripherals	Belkin 105-Key Black Keyboard	Small Box
52933	Low	44	210.46	Express Air	50.04	Liz Price	Atlantic	Consumer	Office Supplies	Binders and Binder Accessories	Avery Non-Stick Binders	Small Box
53894	Critical	29	5159.3725	Express Air	1252.48	Cathy Armstrong	Atlantic	Consumer	Technology	Telephones and Communication	5125	Small Box
56610	Medium	20	857.95	Express Air	51.85	Justin Hirsh	Atlantic	Consumer	Technology	Computer Peripherals	Fellowes Mobile Numeric Keypad, Graphite	Small Box
3393	High	7	127.74	Express Air	-5.57	Steve Carroll	Atlantic	Consumer	Technology	Computer Peripherals	Logitech Access Keyboard	Small Box
7015	Not Specified	42	7143.927	Express Air	2374.73	Matt Abelman	Atlantic	Home Office	Technology	Telephones and Communication	T65	Small Box
9925	Critical	43	1751.68	Express Air	771.83	Chad Sievert	Atlantic	Corporate	Office Supplies	Binders and Binder Accessories	Avery Trapezoid Extra Heavy Duty 4" Binders	Small Box
20455	Critical	7	381.1995	Express Air	-233.56	Dana Kaydos	Atlantic	Corporate	Technology	Telephones and Communication	V 3600 Series	Small Box
38625	Not Specified	28	2752	Express Air	336.47	Chad Sievert	West	Corporate	Technology	Computer Peripherals	US Robotics 56K V.92 External Faxmodem	Small Box
41217	High	23	1314.64	Express Air	575.38	Nathan Cano	West	Consumer	Office Supplies	Paper	Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box	Small Box
41927	Not Specified	46	2332.23	Express Air	1085.93	Matt Abelman	West	Home Office	Office Supplies	Paper	Xerox 1885	Small Box
48230	Not Specified	39	1140.26	Express Air	387.20	Dana Kaydos	Prarie	Corporate	Furniture	Office Furnishings	Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black	Small Box
53600	Medium	8	55.59	Express Air	-17.95	Roland Black	Prarie	Small Business	Office Supplies	Binders and Binder Accessories	Wilson Jones Impact Binders	Small Box
54150	Critical	12	2011.6355	Express Air	-53.69	Bart Watters	Prarie	Corporate	Technology	Telephones and Communication	CF 888	Small Box
2147	Not Specified	15	605.1	Express Air	92.81	Hallie Redmond	Prarie	Home Office	Office Supplies	Appliances	Belkin 8 Outlet Surge Protector	Small Box
14503	Not Specified	14	438.47	Express Air	157.89	Bruce Stewart	Prarie	Corporate	Office Supplies	Binders and Binder Accessories	Surelock™ Post Binders	Small Box
16165	Not Specified	4	136.68	Express Air	-125.16	Hallie Redmond	Prarie	Small Business	Technology	Computer Peripherals	Fellowes 17-key keypad for PS/2 interface	Small Box
16165	Not Specified	19	3555.29	Express Air	183.28	Hallie Redmond	Prarie	Small Business	Office Supplies	Storage & Organization	Fellowes Staxonsteel® Drawer Files	Small Box
24386	High	15	76.94	Express Air	29.67	Bruce Stewart	Prarie	Corporate	Office Supplies	Labels	Avery 491	Small Box
26016	High	44	1642.642	Express Air	314.84	Ken Lonsdale	Prarie	Consumer	Technology	Telephones and Communication	KF 788	Small Box
28130	Low	23	404.24	Express Air	-76.99	Guy Thornton	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2" x 11"	Small Box
28130	Low	32	1381.88	Express Air	598.20	Guy Thornton	Ontario	Corporate	Furniture	Office Furnishings	Howard Miller 13" Diameter Goldtone Round Wall Clock	Small Box
28290	Low	43	1307.35	Express Air	-154.24	Maria Bertelson	Ontario	Home Office	Technology	Computer Peripherals	Fellowes Internet Keyboard, Platinum	Small Box
28290	Low	3	523.58	Express Air	-179.36	Maria Bertelson	Ontario	Home Office	Office Supplies	Storage & Organization	Fellowes Super Stor/Drawer® Files	Small Box
31238	Medium	21	7512.03	Express Air	2017.64	Joseph Airdo	Ontario	Corporate	Office Supplies	Appliances	Hoover WindTunnel™ Plus Canister Vacuum	Small Box
41059	Medium	26	363.16	Express Air	3.92	Lycoris Saunders	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	GBC Laser Imprintable Binding System Covers, Desert Sand	Small Box
43424	Not Specified	34	772.56	Express Air	143.87	Maria Bertelson	Ontario	Home Office	Office Supplies	Appliances	Belkin F5C206VTEL 6 Outlet Surge	Small Box
46243	Low	31	614.35	Express Air	78.89	Maria Bertelson	Ontario	Corporate	Office Supplies	Paper	Computer Printout Paper with Letter-Trim Perforations	Small Box
51361	Low	14	76.06	Express Air	-35.99	Meg O'Connel	Ontario	Corporate	Office Supplies	Paper	Xerox 199	Small Box
51780	Low	42	372.69	Express Air	-177.03	Rob Beeghly	Ontario	Consumer	Office Supplies	Binders and Binder Accessories	Fellowes Twister Kit, Gray/Clear, 3/pkg	Small Box
59909	Low	46	411.56	Express Air	-188.02	Christina Vanderzanden	Ontario	Small Business	Office Supplies	Storage & Organization	Staples File Caddy	Small Box
15808	Critical	42	906.64	Express Air	-148.93	Bill Donatelli	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	Avery Flip-Chart Easel Binder, Black	Small Box
21091	High	32	270.73	Express Air	-54.57	Bill Donatelli	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	GBC Instant Index™ System for Binding Systems	Small Box
28420	Low	2	45.64	Express Air	-0.11	Bill Donatelli	Ontario	Corporate	Office Supplies	Envelopes	Park Ridge™ Embossed Executive Business Envelopes	Small Box
33255	Critical	19	108.21	Express Air	-50.02	Russell Applegate	Ontario	Home Office	Office Supplies	Paper	Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)	Small Box
35584	Medium	15	150.33	Express Air	-98.23	Joel Jenkins	Ontario	Corporate	Office Supplies	Storage & Organization	Filing/Storage Totes and Swivel Casters	Small Box
35908	Not Specified	45	529.28	Express Air	-30.27	Brad Eason	Ontario	Small Business	Office Supplies	Storage & Organization	Portable Personal File Box	Small Box
293	High	27	244.57	Regular Air	46.71	Barry French	Nunavut	Consumer	Office Supplies	Binders and Binder Accessories	Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl	Small Box
1792	Low	28	370.48	Regular Air	-5.45	Carlos Soltero	Nunavut	Consumer	Office Supplies	Storage & Organization	Tenex Personal Project File with Scoop Front Design, Black	Small Box
6980	Not Specified	18	136.29	Regular Air	-77.28	Ralph Knight	Nunavut	Consumer	Office Supplies	Binders and Binder Accessories	Angle-D Binders with Locking Rings, Label Holders	Small Box
8995	High	42	266.36	Regular Air	-191.28	Beth Paige	Northwest Territories	Consumer	Office Supplies	Paper	Xerox 217	Small Box
10945	Medium	14	1170.025	Regular Air	4.22	Ralph Knight	Northwest Territories	Consumer	Technology	Telephones and Communication	600 Series Flip	Small Box
11911	Critical	25	397.84	Regular Air	-14.75	Edward Hooks	Northwest Territories	Consumer	Office Supplies	Binders and Binder Accessories	GBC Twin Loop™ Wire Binding Elements, 9/16" Spine, Black	Small Box
14726	Low	15	310.87	Regular Air	-21.48	Ralph Knight	Northwest Territories	Consumer	Technology	Computer Peripherals	Fellowes Basic 104-Key Keyboard, Platinum	Small Box
16932	Critical	25	144.84	Regular Air	-120.99	Carlos Soltero	Northwest Territories	Consumer	Office Supplies	Paper	Xerox 1924	Small Box
21889	Low	21	1049.79	Regular Air	135.79	Becky Castell	Northwest Territories	Consumer	Furniture	Office Furnishings	Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock	Small Box
21889	Low	16	817.18	Regular Air	103.38	Becky Castell	Northwest Territories	Consumer	Office Supplies	Storage & Organization	Recycled Steel Personal File for Standard File Folders	Small Box
22532	Critical	13	121.66	Regular Air	-11.80	Carlos Soltero	Northwest Territories	Consumer	Office Supplies	Binders and Binder Accessories	GBC Standard Plastic Binding Systems Combs	Small Box
27109	Critical	48	538.22	Regular Air	-154.66	Barry French	Northwest Territories	Consumer	Technology	Computer Peripherals	Micro Innovations 104 Keyboard	Small Box
28675	Critical	15	822.8425	Regular Air	4.39	Ralph Knight	Northwest Territories	Consumer	Technology	Telephones and Communication	252	Small Box
29287	High	50	281.39	Regular Air	-106.40	Edward Hooks	Northwest Territories	Consumer	Office Supplies	Binders and Binder Accessories	Binder Posts	Small Box
38884	High	47	256	Regular Air	-119.84	Edward Hooks	Northwest Territories	Consumer	Office Supplies	Paper	Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)	Small Box
40160	Critical	23	1404.22	Regular Air	202.87	Julia West	Northwest Territories	Consumer	Furniture	Office Furnishings	Howard Miller 16" Diameter Gallery Wall Clock	Small Box
45217	Not Specified	40	6789.9275	Regular Air	1864.66	Ralph Knight	Northwest Territories	Consumer	Technology	Telephones and Communication	2160i	Small Box
55363	High	14	2232.06	Regular Air	542.16	Ralph Arnett	Northwest Territories	Consumer	Office Supplies	Storage & Organization	Dual Level, Single-Width Filing Carts	Small Box
57127	Low	13	735.54	Regular Air	171.82	Ralph Knight	Northwest Territories	Consumer	Office Supplies	Paper	Xerox 194	Small Box
58055	Critical	26	208.6	Regular Air	-56.45	Julia West	Atlantic	Consumer	Furniture	Office Furnishings	Eldon® Expressions™ Wood Desk Accessories, Oak	Small Box
59202	Medium	7	83.81	Regular Air	21.92	Andrew Gjertsen	Atlantic	Consumer	Office Supplies	Labels	Avery 485	Small Box
59585	High	45	712.04	Regular Air	-110.93	Edward Hooks	Atlantic	Consumer	Technology	Office Machines	AT&T Black Trimline Phone, Model 210	Small Box
645	High	42	557.85	Regular Air	89.45	Harold Engle	Atlantic	Consumer	Office Supplies	Binders and Binder Accessories	GBC Binding covers	Small Box
13120	Low	46	590.43	Regular Air	82.59	Joy Smith	Atlantic	Consumer	Office Supplies	Binders and Binder Accessories	GBC Binding covers	Small Box
13120	Low	8	216.33	Regular Air	-17.37	Joy Smith	Atlantic	Consumer	Office Supplies	Binders and Binder Accessories	GBC Standard Therm-A-Bind Covers	Small Box
15618	Medium	9	50.93	Regular Air	-34.98	Joy Smith	Atlantic	Consumer	Office Supplies	Paper	Xerox 1928	Small Box
15618	Medium	44	792.8	Regular Air	26.27	Joy Smith	Atlantic	Consumer	Office Supplies	Paper	Xerox 1939	Small Box
15618	Medium	14	782.4505	Regular Air	-11.40	Joy Smith	Atlantic	Consumer	Technology	Telephones and Communication	StarTAC 7760	Small Box
16419	Not Specified	43	241.19	Regular Air	-103.65	Joy Smith	Atlantic	Consumer	Office Supplies	Paper	Xerox 1978	Small Box
30499	High	16	92.06	Regular Air	5.66	Carlos Soltero	Atlantic	Consumer	Office Supplies	Envelopes	Wausau Papers Astrobrights® Colored Envelopes	Small Box
34978	High	49	165.51	Regular Air	-269.91	Carlos Soltero	Atlantic	Consumer	Office Supplies	Binders and Binder Accessories	Self-Adhesive Ring Binder Labels	Small Box
35558	Critical	2	34.88	Regular Air	-22.12	Carlos Soltero	Atlantic	Consumer	Furniture	Office Furnishings	9-3/4 Diameter Round Wall Clock	Small Box
41570	Not Specified	24	2289.92	Regular Air	1037.55	Harold Engle	Atlantic	Consumer	Office Supplies	Paper	Xerox 1941	Small Box
46119	Critical	23	93.05	Regular Air	15.27	Carlos Soltero	Atlantic	Consumer	Office Supplies	Binders and Binder Accessories	Durable Pressboard Binders	Small Box
52130	Low	13	63.33	Regular Air	-39.96	Carlos Soltero	Prarie	Consumer	Office Supplies	Binders and Binder Accessories	ACCOHIDE® Binder by Acco	Small Box
52130	Low	36	1436.55	Regular Air	-4.01	Carlos Soltero	Prarie	Consumer	Furniture	Office Furnishings	Eldon Executive Woodline II Cherry Finish Desk Accessories	Small Box
53508	High	13	1072.22	Regular Air	149.64	Joy Smith	Prarie	Consumer	Technology	Computer Peripherals	Logitech Cordless Navigator Duo	Small Box
450	Not Specified	35	543.72	Regular Air	-211.13	Matt Collins	West	Consumer	Office Supplies	Storage & Organization	Hanging Personal Folder File	Small Box
1028	High	11	2021.147	Regular Air	-60.39	Matt Collins	West	Consumer	Technology	Telephones and Communication	3285	Small Box
2883	Low	34	2154.34	Regular Air	177.66	Rob Haberlin	West	Consumer	Office Supplies	Storage & Organization	Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System	Small Box
5318	High	8	1042.25	Regular Air	195.16	Matt Collins	West	Consumer	Office Supplies	Appliances	Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center	Small Box
6115	Medium	25	409.08	Regular Air	78.86	Matt Collins	West	Consumer	Furniture	Office Furnishings	Seth Thomas 13 1/2" Wall Clock	Small Box
9792	Low	14	84.09	Regular Air	-73.14	Sally Knutson	West	Consumer	Office Supplies	Binders and Binder Accessories	3M Organizer Strips	Small Box
14275	Low	20	42.22	Regular Air	-7.73	Gene Hale	West	Consumer	Office Supplies	Binders and Binder Accessories	Economy Binders	Small Box
14535	Not Specified	22	245.96	Regular Air	-33.82	Gene Hale	West	Consumer	Office Supplies	Storage & Organization	X-Rack™ File for Hanging Folders	Small Box
17926	Critical	37	608.33	Regular Air	-70.04	Sally Knutson	West	Consumer	Office Supplies	Storage & Organization	Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black	Small Box
49634	Not Specified	45	132.31	Regular Air	10.91	Sally Knutson	West	Consumer	Office Supplies	Binders and Binder Accessories	Avery Durable Binders	Small Box
53825	Low	36	1646.05	Regular Air	649.80	Joy Smith	West	Consumer	Office Supplies	Paper	Xerox 1885	Small Box
21509	High	13	47.93	Regular Air	15.82	Dennis Bolton	West	Consumer	Office Supplies	Labels	Avery 487	Small Box
52326	Low	41	152.28	Regular Air	-154.81	Dennis Bolton	West	Consumer	Office Supplies	Binders and Binder Accessories	Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Dark Blue	Small Box
54947	Not Specified	42	1498.46	Regular Air	565.37	Peter Buhler	West	Consumer	Furniture	Office Furnishings	Hand-Finished Solid Wood Document Frame	Small Box
4257	Medium	45	253.89	Regular Air	-83.66	Liz Price	West	Consumer	Office Supplies	Envelopes	Staples Brown Kraft Recycled Clasp Envelopes	Small Box
5698	Medium	15	297.05	Regular Air	-16.89	Kristina Nunn	West	Consumer	Office Supplies	Appliances	Kensington 6 Outlet Guardian Standard Surge Protector	Small Box
5698	Medium	7	108.26	Regular Air	25.51	Kristina Nunn	West	Consumer	Office Supplies	Envelopes	#10 White Business Envelopes,4 1/8 x 9 1/2	Small Box
11301	Medium	29	1194.96	Regular Air	107.45	Tony Chapman	West	Consumer	Technology	Computer Peripherals	Microsoft Natural Keyboard Elite	Small Box
16161	Medium	49	2692.6895	Regular Air	768.32	Kristina Nunn	West	Consumer	Technology	Telephones and Communication	6162i	Small Box
20038	Low	42	173.44	Regular Air	-172.40	Sally Knutson	West	Consumer	Furniture	Office Furnishings	Eldon Image Series Black Desk Accessories	Small Box
20422	High	5	15.38	Regular Air	1.61	Gene Hale	West	Consumer	Office Supplies	Labels	Avery 498	Small Box
24450	Critical	37	443.35	Regular Air	-21.73	Kristina Nunn	West	Consumer	Office Supplies	Appliances	Staples 6 Outlet Surge	Small Box
24450	Critical	4	30.85	Regular Air	-12.88	Kristina Nunn	West	Consumer	Office Supplies	Paper	Xerox 1903	Small Box
25031	High	20	100.11	Regular Air	-41.70	Sally Knutson	West	Consumer	Office Supplies	Paper	Staples Copy Paper (20Lb. and 84 Bright)	Small Box
25830	Low	5	25.34	Regular Air	-21.29	Justin Hirsh	West	Consumer	Office Supplies	Appliances	Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac	Small Box
25830	Low	11	178.57	Regular Air	-37.39	Justin Hirsh	West	Consumer	Office Supplies	Binders and Binder Accessories	Recycled Premium Regency Composition Covers	Small Box
30147	Not Specified	37	740.14	Regular Air	29.73	Cathy Armstrong	West	Consumer	Furniture	Office Furnishings	12-1/2 Diameter Round Wall Clock	Small Box
30310	Medium	21	2024.0285	Regular Air	4.90	Thomas Brumley	West	Consumer	Technology	Telephones and Communication	StarTAC 6500	Small Box
35649	Medium	9	43.26	Regular Air	3.90	Justin Hirsh	West	Consumer	Office Supplies	Binders and Binder Accessories	Tuff Stuff™ Recycled Round Ring Binders	Small Box
35649	Medium	25	174.03	Regular Air	-42.37	Justin Hirsh	West	Consumer	Office Supplies	Paper	Xerox 1994	Small Box
41412	Not Specified	47	263.81	Regular Air	-237.54	Shahid Shariari	West	Consumer	Office Supplies	Binders and Binder Accessories	3M Organizer Strips	Small Box
42339	Critical	31	206.54	Regular Air	-178.82	Cathy Armstrong	West	Consumer	Office Supplies	Paper	Xerox 1993	Small Box
43111	High	27	4722.83	Regular Air	1749.78	Sally Knutson	West	Consumer	Office Supplies	Binders and Binder Accessories	GBC DocuBind P100 Manual Binding Machine	Small Box
47520	Not Specified	36	277.88	Regular Air	-64.41	Liz Price	Atlantic	Consumer	Office Supplies	Binders and Binder Accessories	GBC VeloBinder Strips	Small Box
47520	Not Specified	47	925.3	Regular Air	257.31	Liz Price	Atlantic	Consumer	Office Supplies	Paper	Xerox Blank Computer Paper	Small Box
49088	Critical	31	1295.54	Regular Air	214.23	Kristina Nunn	Atlantic	Consumer	Office Supplies	Paper	Xerox 1893	Small Box
49634	Not Specified	39	403.73	Regular Air	-44.13	Sally Knutson	Atlantic	Consumer	Office Supplies	Appliances	Belkin 6 Outlet Metallic Surge Strip	Small Box
53025	Critical	32	195.57	Regular Air	-132.93	Justin Hirsh	Atlantic	Consumer	Office Supplies	Paper	Xerox 1920	Small Box
54304	High	11	558.62	Regular Air	118.32	Justin Hirsh	Atlantic	Consumer	Office Supplies	Appliances	Belkin Premiere Surge Master II 8-outlet surge protector	Small Box
56321	Critical	24	135.88	Regular Air	-75.39	Shahid Shariari	Atlantic	Consumer	Office Supplies	Binders and Binder Accessories	Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders	Small Box
57671	Not Specified	6	22.78	Regular Air	3.96	Liz Price	Atlantic	Consumer	Office Supplies	Labels	Avery 510	Small Box
58978	Low	13	75.89	Regular Air	-31.01	Kristina Nunn	Atlantic	Consumer	Office Supplies	Paper	Xerox 193	Small Box
5092	Low	25	978.77	Regular Air	220.91	John Castell	Atlantic	Consumer	Office Supplies	Paper	Xerox 1892	Small Box
8257	Low	18	881.32	Regular Air	373.67	David Philippe	Atlantic	Consumer	Office Supplies	Paper	Xerox 1910	Small Box
9285	Critical	3	124.81	Regular Air	-11.94	David Philippe	Atlantic	Consumer	Office Supplies	Binders and Binder Accessories	Avery Trapezoid Ring Binder, 3" Capacity, Black, 1040 sheets	Small Box
20642	High	32	135.2	Regular Air	59.40	Darren Koutras	Atlantic	Consumer	Office Supplies	Labels	Avery 506	Small Box
30467	Critical	5	2019.65	Regular Air	289.88	John Castell	West	Consumer	Office Supplies	Binders and Binder Accessories	GBC DocuBind 200 Manual Binding Machine	Small Box
33893	Not Specified	6	232.21	Regular Air	-14.03	Sarah Jordon	West	Consumer	Office Supplies	Envelopes	Jet-Pak Recycled Peel 'N' Seal Padded Mailers	Small Box
38656	Low	13	64.46	Regular Air	25.16	John Castell	West	Consumer	Office Supplies	Labels	Avery 478	Small Box
44610	High	31	127.9	Regular Air	54.21	Hunter Lopez	West	Consumer	Office Supplies	Labels	Avery 506	Small Box
53667	Medium	33	112.36	Regular Air	-159.74	Steve Carroll	Prarie	Consumer	Office Supplies	Binders and Binder Accessories	Cardinal Poly Pocket Divider Pockets for Ring Binders	Small Box
53667	Medium	16	481.049	Regular Air	46.51	Steve Carroll	Prarie	Consumer	Technology	Telephones and Communication	Accessory35	Small Box
55429	High	43	260.59	Regular Air	-157.76	Nathan Cano	Prarie	Consumer	Office Supplies	Paper	Xerox 214	Small Box
3463	Critical	43	264.75	Regular Air	-212.51	Julia Dunbar	Prarie	Consumer	Office Supplies	Paper	Xerox 212	Small Box
5538	Critical	43	1281.28	Regular Air	415.85	Julia Dunbar	Prarie	Consumer	Office Supplies	Binders and Binder Accessories	Binding Machine Supplies	Small Box
5538	Critical	4	430.848	Regular Air	-492.77	Julia Dunbar	Prarie	Consumer	Technology	Telephones and Communication	8290	Small Box
9155	Critical	17	518.8	Regular Air	54.63	Ken Lonsdale	Prarie	Consumer	Office Supplies	Binders and Binder Accessories	GBC Linen Binding Covers	Small Box
12292	Not Specified	32	824.24	Regular Air	-127.23	Ken Lonsdale	Prarie	Consumer	Technology	Computer Peripherals	Micro Innovations Micro 3000 Keyboard, Black	Small Box
23713	Not Specified	38	3701.5205	Regular Air	894.06	Katrina Bavinger	Prarie	Consumer	Technology	Telephones and Communication	8890	Small Box
26016	High	2	154.94	Regular Air	-358.43	Ken Lonsdale	Prarie	Consumer	Technology	Computer Peripherals	Micro Innovations Media Access Pro Keyboard	Small Box
32452	Medium	3	8.6	Regular Air	-2.03	Joseph Airdo	Ontario	Consumer	Office Supplies	Labels	Avery 507	Small Box
33378	High	25	945.36	Regular Air	219.85	Joseph Airdo	Ontario	Consumer	Office Supplies	Envelopes	Blue String-Tie & Button Interoffice Envelopes, 10 x 13	Small Box
38240	High	4	41.53	Regular Air	-15.53	Ken Lonsdale	Ontario	Consumer	Office Supplies	Binders and Binder Accessories	Avery Printable Repositionable Plastic Tabs	Small Box
38917	Low	11	618.1965	Regular Air	-132.53	Joseph Airdo	Ontario	Consumer	Technology	Telephones and Communication	6120	Small Box
50336	Not Specified	9	58.98	Regular Air	-17.79	Joseph Airdo	Ontario	Consumer	Office Supplies	Binders and Binder Accessories	Avery Binding System Hidden Tab™ Executive Style Index Sets	Small Box
52071	Not Specified	14	136.85	Regular Air	-4.43	Annie Thurman	Ontario	Consumer	Office Supplies	Binders and Binder Accessories	GBC Standard Plastic Binding Systems Combs	Small Box
